8840	0.208681135
6345	0.134482759
1407	0.131208997
2908	0.104291647
8789	0.103225806
4421	0.096408318
7102	0.096161155
5216	0.089108911
3911	0.082111437
6755	0.080351114
2722	0.077330508
1815	0.067923047
4816	0.06456241
8363	0.064295486
9503	0.063969057
8841	0.063576159
9303	0.063141279
7408	0.061490897
3186	0.060737527
3907	0.060526316
9792	0.059203445
5857	0.055049848
8806	0.053621825
4348	0.053072626
8591	0.052140985
5271	0.051395007
7867	0.051302932
8036	0.050067659
9502	0.049937965
5706	0.044878383
1959	0.043941411
3810	0.043558851
1820	0.04338843
6172	0.04192229
8804	0.041385135
3548	0.040582726
6796	0.04
8566	0.039017341
8844	0.03812825
4951	0.037317469
6961	0.03681834
8923	0.036585366
8253	0.034931912
1973	0.033290099
3106	0.033088235
5714	0.032967033
6278	0.032653061
8715	0.031007752
5614	0.029891304
3289	0.029780564
9513	0.029220779
9519	0.029109589
2038	0.029080675
5911	0.028806584
8060	0.028046915
8088	0.027631579
9201	0.027462371
7844	0.027194067
5233	0.026984127
1833	0.026509573
6744	0.026363636
2681	0.026299694
9413	0.026212833
8078	0.026049204
1720	0.025278059
4151	0.024922118
7241	0.024883359
5002	0.024805447
1925	0.024785802
6413	0.024691358
7198	0.024691358
6664	0.024193548
2264	0.023893183
2685	0.023875625
9507	0.023859649
9076	0.023746702
7976	0.023719677
4212	0.023561644
8133	0.023452158
4272	0.022943038
2931	0.022580645
8803	0.022556391
6332	0.022357724
8140	0.022082019
9086	0.021792619
8570	0.021697203
3088	0.021505376
8905	0.021425012
3861	0.021304927
9069	0.021301775
7716	0.021118498
9602	0.021037868
8015	0.020671835
7965	0.020547945
8358	0.020533881
9202	0.020448179
3231	0.020427112
3941	0.020364416
4847	0.020127119
7818	0.02
1944	0.019917985
9301	0.019845645
1802	0.019607843
7242	0.019433198
6740	0.019230769
9501	0.019230769
8425	0.019110621
3863	0.018691589
9793	0.018392643
8909	0.018327606
3003	0.018274112
7943	0.01824353
3436	0.017678709
3608	0.017663043
8359	0.017353579
1893	0.017160686
3402	0.017026684
9005	0.016967707
8850	0.016911437
9104	0.016871166
1969	0.016793066
4091	0.016431925
2768	0.016216216
5711	0.01618123
2001	0.016057586
3099	0.016051364
8233	0.01598579
7274	0.015894955
6703	0.015706806
1803	0.015695067
5741	0.015410246
4043	0.015372168
9505	0.015209125
8237	0.01510574
2579	0.015082427
8214	0.015078821
4208	0.014982877
1860	0.014925373
5406	0.014861996
9948	0.014845832
8001	0.014632937
9001	0.01458671
3254	0.014516129
4714	0.014466546
6323	0.014402004
3636	0.014341591
5017	0.014251781
9364	0.014059754
1928	0.014009963
5105	0.013781698
5703	0.013761468
1861	0.013639627
6272	0.013363029
2157	0.013209013
9869	0.013138686
7608	0.012987013
8830	0.012937595
3491	0.01242236
8729	0.01242236
7911	0.01228978
6622	0.012246622
5713	0.012198664
8801	0.012104647
4045	0.012059369
9506	0.012031139
6457	0.011933174
8219	0.011904762
6412	0.01161859
8410	0.011527378
4204	0.011425135
9031	0.011317999
7250	0.011285266
8130	0.011235955
6967	0.011126565
6707	0.011019284
4631	0.011006289
9042	0.011004127
5110	0.010904426
8086	0.010806916
7550	0.010710808
2503	0.010701319
9508	0.010638298
7970	0.010596026
3612	0.010586319
9409	0.010582011
