3778	-0.158227848
2317	-0.149578652
1873	-0.141176471
6807	-0.131931166
4287	-0.129411765
6200	-0.126491647
3987	-0.124690339
4388	-0.121026012
3903	-0.116057234
9273	-0.114285714
4293	-0.112582781
7752	-0.10609858
6175	-0.101663586
4335	-0.100980392
6731	-0.100775194
3963	-0.100381194
2477	-0.09903468
2440	-0.098792536
3857	-0.095477387
3793	-0.092156863
6817	-0.084656085
3687	-0.083803384
2929	-0.082792208
5981	-0.081900082
4346	-0.079940417
6210	-0.077669903
5480	-0.076923077
2489	-0.076033058
4217	-0.075663467
2930	-0.075539568
3457	-0.075242718
2130	-0.074796748
3323	-0.072727273
3935	-0.072327044
4764	-0.068627451
6069	-0.06797235
6058	-0.064928153
2884	-0.064801178
6094	-0.062902073
6556	-0.061919505
6184	-0.060822898
4572	-0.060162602
3923	-0.058971774
6814	-0.05800464
3686	-0.056962025
6266	-0.056684492
3825	-0.056115108
9702	-0.054159445
4588	-0.05313093
2516	-0.052316891
6255	-0.051724138
3753	-0.051301115
6185	-0.051206592
1813	-0.050561798
3660	-0.050153531
3698	-0.050129967
6191	-0.050094518
6089	-0.05
7820	-0.05
2301	-0.048780488
4563	-0.047961631
6544	-0.047900262
4779	-0.046938776
3807	-0.046666667
3673	-0.046439628
4751	-0.046413502
3680	-0.046104928
3497	-0.045485872
4344	-0.045252226
4323	-0.044117647
6997	-0.043603455
3788	-0.04295302
7956	-0.042780749
9449	-0.042678923
4819	-0.042337299
4848	-0.042189854
6240	-0.042042042
9467	-0.041855204
9697	-0.041478439
7919	-0.041189931
4565	-0.041002278
6941	-0.040386304
4662	-0.039503386
3179	-0.03917221
8005	-0.038664323
3756	-0.037711313
6573	-0.036837376
3905	-0.036585366
3922	-0.036579338
9424	-0.03649635
7599	-0.036211699
7296	-0.036166365
4586	-0.0359375
4712	-0.035714286
4666	-0.035558537
3664	-0.035545024
2664	-0.035444234
7419	-0.035208418
2158	-0.035175879
4582	-0.033707865
5726	-0.033371692
3966	-0.033240997
3912	-0.032934132
2292	-0.032731377
5809	-0.032380952
7244	-0.032122905
6804	-0.031860226
6920	-0.031804734
7238	-0.031390135
6055	-0.030571199
3053	-0.0304
6800	-0.030377668
4397	-0.029977629
4394	-0.02978236
4978	-0.029268293
6088	-0.02892562
6630	-0.028571429
2602	-0.028106509
7725	-0.028042959
7618	-0.027985075
6882	-0.02780441
7780	-0.027777778
3962	-0.02764977
3719	-0.026785714
4331	-0.026734926
4974	-0.026646365
4902	-0.026525199
3741	-0.025085519
1435	-0.024553571
5202	-0.023880597
7740	-0.023547094
3433	-0.023516237
3758	-0.023411371
7282	-0.023146332
2492	-0.023111111
6586	-0.022900763
7321	-0.022573363
3902	-0.022485946
5357	-0.022253129
3652	-0.021649485
6507	-0.021005251
6376	-0.020979021
7513	-0.020833333
4047	-0.020576132
6976	-0.020182605
6309	-0.02
4571	-0.01965602
3360	-0.019583843
4235	-0.018746652
6619	-0.018691589
7733	-0.018494055
6768	-0.018248175
3920	-0.017432647
4680	-0.017241379
9682	-0.017241379
3635	-0.016556291
9692	-0.016550523
5481	-0.01648773
6418	-0.016098485
4813	-0.015166835
7732	-0.015161087
3978	-0.015077821
6670	-0.015046296
1552	-0.014736842
3938	-0.014705882
7600	-0.014634146
6315	-0.01452514
4527	-0.01447178
6301	-0.014055472
3656	-0.01391863
4689	-0.013888889
6395	-0.013435701
7731	-0.013234516
6440	-0.013212221
4694	-0.013114754
6071	-0.012944984
8200	-0.012900356
9432	-0.012883436
6806	-0.012682927
7177	-0.012640449
2270	-0.012359985
4392	-0.012345679
7516	-0.011992945
4597	-0.011904762
4776	-0.011577424
3688	-0.011466011
6407	-0.011433597
9267	-0.011299435
7616	-0.011106997
7593	-0.011013216
7003	-0.010994764
6632	-0.010989011
4544	-0.010586011
4246	-0.01047619
7995	-0.010292953
6118	-0.010262258
4996	-0.010189229
3387	-0.010058676
4508	-0.009846154
3692	-0.009160305
6966	-0.009057971
3141	-0.008912656
7167	-0.008797654
6652	-0.008735868
4980	-0.008412198
9743	-0.008411215
7575	-0.008264463
1568	-0.008119925
4368	-0.008091385
7220	-0.007990166
2384	-0.007795889
6143	-0.007509387
5715	-0.007352941
8593	-0.007104796
6859	-0.007100592
5912	-0.007067138
3662	-0.007057546
4569	-0.006587073
5186	-0.006459948
7984	-0.00645919
3076	-0.006268081
2809	-0.006262231
8306	-0.00597152
3034	-0.005676856
2897	-0.005665722
7779	-0.005471956
6134	-0.005365526
4062	-0.00531511
6752	-0.0053148
7224	-0.005065123
9842	-0.004787962
6268	-0.004770165
3401	-0.004660798
6871	-0.004552352
8125	-0.00427716
2593	-0.004162331
1963	-0.00360036
1518	-0.003430532
6101	-0.003296703
1821	-0.00286123
2296	-0.00286123
7832	-0.002560819
8703	-0.002544529
2914	-0.002407153
6330	-0.002352941
1540	-0.002333722
2281	-0.002276867
5901	-0.002194908
4613	-0.001833741
9065	-0.001811594
3281	-0.001769912
6480	-0.001663894
7226	-0.001283697
8098	-0.000677966
1330	-0.000457875
7966	-0.00038373
