'8840,大京,TKY
'6345,ｱｲﾁｺｰﾎﾟﾚｰｼｮﾝ,TKY
'1407,ｳｴｽﾄﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'2908,ﾌｼﾞｯｺ,TKY
'8789,ﾌｨﾝﾃｯｸｸﾞﾛｰﾊﾞﾙ,TKY
'4421,ﾃﾞｨ･ｱｲ･ｼｽﾃﾑ,TKY
'7102,日本車輌,TKY
'5216,倉元製作所,TKY
'3911,Aiming,TKY
'6755,富士通ｾﾞﾈﾗﾙ,TKY
'2722,ｱｲｹｲ,TKY
'1815,鉄建建設,TKY
'4816,東映ｱﾆﾒｰｼｮﾝ,TKY
'8363,北國銀行,TKY
'9503,関西電力,TKY
'8841,ﾃｰｵｰｼｰ,TKY
'9303,住友倉庫,TKY
'7408,ｼﾞｬﾑｺ,TKY
'3186,ﾈｸｽﾃｰｼﾞ,TKY
'3907,ｼﾘｺﾝｽﾀｼﾞｵ,TKY
'9792,ﾆﾁｲ学館,TKY
'5857,ｱｻﾋHD,TKY
'8806,ﾀﾞｲﾋﾞﾙ,TKY
'4348,ｲﾝﾌｫｺﾑ,TKY
'8591,ｵﾘｯｸｽ,TKY
'5271,ﾄｰﾖｰｱｻﾉ,TKY
'7867,ﾀｶﾗﾄﾐｰ,TKY
'8036,日立ﾊｲﾃｸﾉﾛｼﾞｰｽﾞ,TKY
'9502,中部電力,TKY
'5706,三井金属,TKY
'1959,九電工,TKY
'3810,ｻｲﾊﾞｰｽﾃｯﾌﾟ,TKY
'1820,西松建設,TKY
'6172,ﾒﾀｯﾌﾟｽ,TKY
'8804,東京建物,TKY
'3548,ﾊﾞﾛｯｸｼﾞｬﾊﾟﾝ,TKY
'6796,ｸﾗﾘｵﾝ,TKY
'8566,ﾘｺｰﾘｰｽ,TKY
'8844,ｺｽﾓｽｲﾆｼｱ,TKY
'4951,ｴｽﾃｰ,TKY
'6961,ｴﾝﾌﾟﾗｽ,TKY
'8923,ﾄｰｾｲ,TKY
'8253,ｸﾚﾃﾞｨｾｿﾞﾝ,TKY
'1973,NECﾈｯﾂｴｽｱｲ,TKY
'3106,倉敷紡績,TKY
'5714,DOWAﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'6278,ﾕﾆｵﾝﾂｰﾙ,TKY
'8715,ｱﾆｺﾑﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'5614,川金ﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'3289,東急不動産HD,TKY
'9513,電源開発,TKY
'9519,ﾚﾉﾊﾞ,TKY
'2038,NN原油ﾌﾞﾙETN,TKY
'5911,横河ﾌﾞﾘｯｼﾞHLDGS,TKY
'8060,ｷﾔﾉﾝﾏｰｹﾃｨﾝｸﾞJPN,TKY
'8088,岩谷産業,TKY
'9201,日本航空,TKY
'7844,ﾏｰﾍﾞﾗｽ,TKY
'5233,太平洋ｾﾒﾝﾄ,TKY
'1833,奥村組,TKY
'6744,能美防災,TKY
'2681,ｹﾞｵﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'9413,ﾃﾚﾋﾞ東京HD,TKY
'8078,阪和興業,TKY
'1720,東急建設,TKY
'4151,協和発酵ｷﾘﾝ,TKY
'7241,ﾌﾀﾊﾞ産業,TKY
'5002,昭和ｼｴﾙ石油,TKY
'1925,大和ﾊｳｽ,TKY
'6413,理想科学工業,TKY
'7198,ｱﾙﾋ,TKY
'6664,ｵﾌﾟﾄｴﾚｸﾄﾛﾆｸｽ,TKY
'2264,森永乳業,TKY
'2685,ｱﾀﾞｽﾄﾘｱ,TKY
'9507,四国電力,TKY
'9076,ｾｲﾉｰﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'7976,三菱鉛筆,TKY
'4212,積水樹脂,TKY
'8133,伊藤忠ｴﾈｸｽ,TKY
'4272,日本化薬,TKY
'2931,ﾕｰｸﾞﾚﾅ,TKY
'8803,平和不動産,TKY
'6332,月島機械,TKY
'8140,ﾘｮｰｻﾝ,TKY
'9086,日立物流,TKY
'8570,ｲｵﾝﾌｨﾅﾝｼｬﾙｻｰﾋﾞｽ,TKY
'3088,ﾏﾂﾓﾄｷﾖｼHLDGS,TKY
'8905,ｲｵﾝﾓｰﾙ,TKY
'3861,王子ﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'9069,ｾﾝｺｰｸﾞﾙｰﾌﾟHLDGS,TKY
'7716,ﾅｶﾆｼ,TKY
'9602,東宝,TKY
'8015,豊田通商,TKY
'7965,象印ﾏﾎｰﾋﾞﾝ,TKY
'8358,ｽﾙｶﾞ銀行,TKY
'9202,ANAﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'3231,野村不動産HLDGS,TKY
'3941,ﾚﾝｺﾞｰ,TKY
'4847,ｲﾝﾃﾘｼﾞｪﾝﾄｳｪｲﾌﾞ,TKY
'7818,ﾄﾗﾝｻﾞｸｼｮﾝ,TKY
'1944,きんでん,TKY
'9301,三菱倉庫,TKY
'1802,大林組,TKY
'7242,KYB,TKY
'6740,ｼﾞｬﾊﾟﾝﾃﾞｨｽﾌﾟﾚｲ,TKY
'9501,東京電力HD,TKY
'8425,興銀ﾘｰｽ,TKY
'3863,日本製紙,TKY
'9793,ﾀﾞｲｾｷ,TKY
'8909,ｼﾉｹﾝｸﾞﾙｰﾌﾟ,TKY
'3003,ﾋｭｰﾘｯｸ,TKY
'7943,ﾆﾁﾊ,TKY
'3436,SUMCO,TKY
'3608,TSIﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'8359,八十二銀行,TKY
'1893,五洋建設,TKY
'3402,東ﾚ,TKY
'9005,東京急行,TKY
'8850,ｽﾀｰﾂｺｰﾎﾟﾚｰｼｮﾝ,TKY
'9104,商船三井,TKY
'1969,高砂熱学,TKY
'4091,大陽日酸,TKY
'2768,双日,TKY
'5711,三菱ﾏﾃﾘｱﾙ,TKY
'2001,日本製粉,TKY
'3099,三越伊勢丹HD,TKY
'8233,高島屋,TKY
'7274,ｼｮｰﾜ,TKY
'6703,沖電気,TKY
'1803,清水建設,TKY
'5741,UACJ,TKY
'4043,ﾄｸﾔﾏ,TKY
'9505,北陸電力,TKY
'8237,松屋,TKY
'2579,ｺｶ･ｺｰﾗﾎﾞﾄﾗｰｽﾞJHD,TKY
'8214,AOKIﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'4208,宇部興産,TKY
'1860,戸田建設,TKY
'5406,神戸製鋼所,TKY
'9948,ｱｰｸｽ,TKY
'8001,伊藤忠,TKY
'9001,東武鉄道,TKY
'3254,ﾌﾟﾚｻﾝｽｺｰﾎﾟﾚｰｼｮﾝ,TKY
'4714,ﾘｿｰ教育,TKY
'6323,ﾛｰﾂｪ,TKY
'3636,三菱総合研究所,TKY
'5017,富士石油,TKY
'9364,上組,TKY
'1928,積水ﾊｳｽ,TKY
'5105,東洋ｺﾞﾑ,TKY
'5703,日本軽金属HD,TKY
'1861,熊谷組,TKY
'6272,ﾚｵﾝ自動機,TKY
'2157,ｺｼﾀﾞｶﾎｰﾙﾃﾞｨﾝｸﾞｽ,TKY
'9869,加藤産業,TKY
'7608,ｴｽｹｲｼﾞｬﾊﾟﾝ,TKY
'8830,住友不動産,TKY
'3491,GATECHNOLOGIES,TKY
'8729,SONYFH,TKY
'7911,凸版印刷,TKY
'6622,ﾀﾞｲﾍﾝ,TKY
'5713,住友鉱山,TKY
'8801,三井不動産,TKY
'4045,東亞合成,TKY
'9506,東北電力,TKY
'6457,ｸﾞﾛｰﾘｰ,TKY
'8219,青山商事,TKY
'6412,平和,TKY
'8410,ｾﾌﾞﾝ銀行,TKY
'4204,積水化学,TKY
'9031,西日本鉄道,TKY
